message_id,evidence_message_ids,same_user,exists,relevance_summary,valid,notes
msg_053,message_0411;message_0253;message_0161;message_0162,yes,yes,message_0411: shared_terms=call|intraday|market|no|note|read; context=same_sender+same_group; prior_user_event=True || message_0253: shared_terms=call|earnings|here|no|read|research|sharing; context=same_sender+same_group; prior_user_event=True || message_0161: shared_terms=and|call|intraday|links|no|nvidia|research|tsmc; context=same_sender+same_group; prior_user_event=True || message_0162: shared_terms=call|market; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_059,message_0053,yes,yes,message_0053: shared_terms=details|the; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_024,message_0257;message_0402;message_0104;message_0157;message_0103,yes,yes,message_0257: shared_terms=account|and|available|balance|below|current|details|discounts; context=same_business; prior_user_event=True || message_0402: shared_terms=account|and|available|balance|below|current|details|discounts; context=lexical; prior_user_event=True || message_0104: shared_terms=offer|reminder|saved; context=same_business; prior_user_event=True || message_0157: shared_terms=extra|may|reminder|selected; context=same_business; prior_user_event=True || message_0103: shared_terms=extra|items|reminder|reply|stop|to; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_072,message_0023;message_0045,yes,yes,message_0023: shared_terms=account|in|otp|verify; context=same_group; prior_user_event=True || message_0045: shared_terms=account|in|otp|verify; context=same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_036,message_0283;message_0127,yes,yes,message_0283: shared_terms=can|check|complete|continue|customer|dear|desk|final; context=same_business; prior_user_event=True || message_0127: shared_terms=desk|from|global|payout|razorpayx|verification; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_076,message_0208;message_0207;message_0159;message_0160,yes,yes,message_0208: shared_terms=amount|details|refund|release|the|to|today|update; context=same_business; prior_user_event=True || message_0207: shared_terms=automatically|be|could|details|not|processed|refund|wallet; context=same_business; prior_user_event=True || message_0159: shared_terms=be|could|details|not|processed|refund|wallet; context=same_business; prior_user_event=True || message_0160: shared_terms=amount|details|refund|release|the|to; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_055,message_0166;message_0165,yes,yes,message_0166: shared_terms=decide|in|need|to; context=same_sender+same_group; prior_user_event=True || message_0165: shared_terms=call|you; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_102,message_0230;message_0371;message_0059;message_0169,yes,yes,message_0230: shared_terms=30|approved|drain|for|is|minutes|next|online; context=same_sender; prior_user_event=True || message_0371: shared_terms=30|approved|drain|for|is|minutes|next|online; context=same_sender; prior_user_event=True || message_0059: shared_terms=failed|is|queue|the; context=same_sender; prior_user_event=True || message_0169: shared_terms=failed|is|queue|the; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_080,message_0130;message_0142;message_0180;message_0190;message_0216,yes,yes,message_0130: shared_terms=gate|repair|security; context=same_sender+same_group; prior_user_event=True || message_0142: shared_terms=gate|repair|security; context=same_sender+same_group; prior_user_event=True || message_0180: shared_terms=gate|repair|security; context=same_sender+same_group; prior_user_event=True || message_0190: shared_terms=gate|repair|security; context=same_sender+same_group; prior_user_event=True || message_0216: shared_terms=gate|repair|security; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_093,message_0347;message_0348;message_0349;message_0398,yes,yes,message_0347: shared_terms=and|below|customer|dear|details|is|or|please; context=lexical; prior_user_event=True || message_0348: shared_terms=and|below|customer|dear|details|is|or|please; context=lexical; prior_user_event=True || message_0349: shared_terms=and|below|customer|dear|details|is|or|please; context=lexical; prior_user_event=True || message_0398: shared_terms=and|below|customer|dear|details|is|or|please; context=lexical; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_034,message_0013;message_0039;message_0077;message_0123;message_0171,yes,yes,message_0013: shared_terms=day|good|have|morning; context=same_sender+same_group; prior_user_event=True || message_0039: shared_terms=everyone|sharing|with; context=same_sender+same_group; prior_user_event=True || message_0077: shared_terms=good|morning|with; context=same_sender+same_group; prior_user_event=True || message_0123: shared_terms=good|morning|with; context=same_sender+same_group; prior_user_event=True || message_0171: shared_terms=good|morning|with; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_035,message_0281;message_0125,yes,yes,message_0281: shared_terms=across|any|be|connect|customer|dear|don|expensive; context=same_business; prior_user_event=True || message_0125: shared_terms=be|connect|global|if|international|let|payouts|razorpayx; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_101,message_0229;message_0370;message_0268,yes,yes,message_0229: shared_terms=are|did|eat|if|in|need|no|reply; context=same_sender; prior_user_event=True || message_0370: shared_terms=are|did|eat|if|in|need|no|reply; context=same_sender; prior_user_event=True || message_0268: shared_terms=dal|did|eat|fridge|if|in|some|the; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_041,message_0137;message_0138,yes,yes,message_0137: shared_terms=industry|minute|of|short|survey|this|update; context=same_business; prior_user_event=True || message_0138: shared_terms=link|session|survey|the|through|update; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_011,message_0014;message_0077;message_0123;message_0171;message_0013,yes,yes,message_0014: shared_terms=and|good|morning|positive|stay; context=same_sender+same_group; prior_user_event=True || message_0077: shared_terms=and|good|morning|share|today|with; context=same_sender+same_group; prior_user_event=True || message_0123: shared_terms=and|good|morning|share|today|with; context=same_sender+same_group; prior_user_event=True || message_0171: shared_terms=and|good|morning|share|today|with; context=same_sender+same_group; prior_user_event=True || message_0013: shared_terms=blessed|good|morning; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_110,message_0238,yes,yes,message_0238: shared_terms=access|code|digit|login|reply|so|the|with; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_095,message_0087;message_0183;message_0201;message_0088;message_0184,yes,yes,message_0087: shared_terms=confirm|pin|wallet; context=same_sender; prior_user_event=True || message_0183: shared_terms=confirm|pin|wallet; context=same_sender; prior_user_event=True || message_0201: shared_terms=confirm|pin|wallet; context=same_sender; prior_user_event=True || message_0088: shared_terms=message|payment; context=same_sender; prior_user_event=True || message_0184: shared_terms=message|payment; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_074,message_0203;message_0358;message_0223;message_0204;message_0389,yes,yes,message_0203: shared_terms=after|airport|be|launch|papers|road|shared|token; context=same_sender+same_group; prior_user_event=True || message_0358: shared_terms=after|near|payment|plots|registry|token; context=same_sender+same_group; prior_user_event=True || message_0223: shared_terms=launch|near|price|the|token; context=same_sender+same_group; prior_user_event=True || message_0204: shared_terms=1200|after|near|payment|plots|sqft|the|token; context=same_sender+same_group; prior_user_event=True || message_0389: shared_terms=be|papers|pay|registry|shared|token|will; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_073,message_0147,yes,yes,message_0147: shared_terms=immediately|is|unless|will; context=lexical; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_054,message_0389;message_0203,yes,yes,message_0389: shared_terms=and|be|link|pay|will; context=same_sender; prior_user_event=True || message_0203: shared_terms=be|will; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_068,message_0191,yes,yes,message_0191: shared_terms=match|plan|poll; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_100,message_0362;message_0228;message_0249;message_0117;message_0055,yes,yes,message_0362: shared_terms=20|again|and|can|client|escalation|in|minutes; context=same_sender; prior_user_event=True || message_0228: shared_terms=20|again|and|can|escalation|in|minutes|retries; context=same_sender; prior_user_event=True || message_0249: shared_terms=and|can|client|payment|the|you; context=same_sender; prior_user_event=True || message_0117: shared_terms=can|client|payment|the|worker|you; context=same_sender; prior_user_event=True || message_0055: shared_terms=can|need|the|you; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_062,message_0043;message_0410,yes,yes,message_0043: shared_terms=11|alarm|am|check|during|each|elevators|fire; context=same_sender+same_group; prior_user_event=True || message_0410: shared_terms=the; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_096,none,yes,yes,none,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_043,message_0067;message_0097;message_0001;message_0129;message_0141,yes,yes,message_0067: shared_terms=admin|for|in|the; context=same_sender+same_group; prior_user_event=True || message_0097: shared_terms=admin|for|in|the; context=same_sender+same_group; prior_user_event=True || message_0001: shared_terms=admin|if|now; context=same_sender+same_group; prior_user_event=True || message_0129: shared_terms=because|from|the; context=same_sender+same_group; prior_user_event=True || message_0141: shared_terms=because|from|the; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_077,message_0051;message_0037;message_0002;message_0403;message_0364,yes,yes,message_0051: shared_terms=and|attached|card|circular|consent|field|id|please; context=same_sender+same_group; prior_user_event=True || message_0037: shared_terms=closes|consent|list|school|tomorrow; context=same_sender+same_group; prior_user_event=True || message_0002: shared_terms=media/transcript-or-metadata; context=same_sender+same_group; prior_user_event=True || message_0403: shared_terms=and|attached|circular|consent|please|school|the|tomorrow; context=same_sender+same_group; prior_user_event=True || message_0364: shared_terms=and|bus|closes|consent|list|please|send|the; context=same_sender; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_081,message_0217,yes,yes,message_0217: shared_terms=media/transcript-or-metadata; context=same_sender+same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_025,message_0004;message_0239;message_0105;message_0106,yes,yes,message_0004: shared_terms=4821|amazon|and|app|been|can|check|code; context=same_business; prior_user_event=True || message_0239: shared_terms=4821|amazon|and|app|been|can|check|code; context=same_business; prior_user_event=True || message_0105: shared_terms=4821|amazon|and|ending|hub|is|local|order; context=same_business; prior_user_event=True || message_0106: shared_terms=amazon|delivery|is|the; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_084,message_0220,yes,yes,message_0220: shared_terms=media/transcript-or-metadata; context=same_business; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
msg_022,message_0099;message_0151,yes,yes,message_0099: shared_terms=and|faster|it|link|payment; context=same_sender+same_group; prior_user_event=True || message_0151: shared_terms=and|be|payment|screenshot|send|this|today; context=same_group; prior_user_event=True,yes,"passes existence, same-user, limit, duplicate, and relevance checks"
